cefrLevel,unitId,unitFocus,lessonId,lessonTitle,keyword,definition,definitionSource,gradedExampleSentence,exampleSource,imageBrief,generationBrief,generatedImage,imageState,reviewStatus,permanentAssetReference
"A2","a2d01","frequency, sequence, lifestyle","a2d01l3","Listening and Pronunciation: Routines and Habits","check","check helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""check"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show check clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: check in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","content-assets/word-images/check.jpg","PRESENT","TEMPORARY_UNREVIEWED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l3","Listening and Pronunciation: Routines and Habits","organise","organise helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""organise"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show organise clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: organise in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l3","Listening and Pronunciation: Routines and Habits","change","change helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""change"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show change clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: change in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l3","Listening and Pronunciation: Routines and Habits","today","today helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""today"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show today clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: today in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l3","Listening and Pronunciation: Routines and Habits","at the moment","at the moment helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""at the moment"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show at the moment clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: at the moment in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l3","Listening and Pronunciation: Routines and Habits","routine","routine helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""routine"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show routine clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: routine in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l3","Listening and Pronunciation: Routines and Habits","habit","habit helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""habit"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show habit clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: habit in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l4","Reading and Critical Thinking: Routines and Habits","commute","commute helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""commute"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show commute clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: commute in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l4","Reading and Critical Thinking: Routines and Habits","prepare","prepare helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""prepare"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show prepare clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: prepare in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l4","Reading and Critical Thinking: Routines and Habits","check","check helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""check"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show check clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: check in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","content-assets/word-images/check.jpg","PRESENT","TEMPORARY_UNREVIEWED",""
"A2","a2d01","frequency, sequence, lifestyle","a2d01l4","Reading and Critical Thinking: Routines and Habits","organise","organise helps me talk about frequency, sequence, lifestyle in everyday situations. I can use it with a simple detail.","TEMPLATE_CEFR_STYLE","I can use ""organise"" to give simple information about frequency, sequence, lifestyle.","TEMPLATE_CEFR_STYLE","Show organise clearly in a frequency, sequence, lifestyle situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: organise in frequency, sequence, lifestyle; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
